whoregion,regioncode,iso3,year,ncc,nfp,nap,nrl,n.hospitals.national.system,n.outpatients.national.system,n.in.outpatients.national.system,n.lab.national.system,eqa.to.nrl,eqa.local.labs,type.ast.standards,hospital.providing.glass,outpatients.providing.glass,in-out.patients,num.labo.reporting.glass,num.pat.year.h,num.pat.year.o
WPR,27,MNG,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,MNG,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,MNG,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,154,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,0,,,
AFR,47,MOZ,2017,Established,Nominated,Functioning with no budget,Established,1,None,,2,Provided,Not provided,CLSI,None,0,,,,
AFR,47,MOZ,2018,Established,Nominated,Functioning with budget,Established,1,None,,2,Provided,Not provided,CLSI,No data,,,,,
AFR,47,MOZ,2019,Established,Nominated,Functioning with budget,Established,1,None,,2,Provided,Not provided,CLSI,1,0,,,399,0
AFR,,MOZ,2020,Established,Nominated,"Yes, with budget",Established,None,None,14,,Provided,Not reported,CLSI,0,0,8,1,,
AFR,47,MRT,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,MRT,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,MRT,2020,Not reported,Nominated,Not reported,Not reported,Not reported,Not reported,0,,Not reported,Not reported,Not reported,Not reported,Not reported,0,,,
AFR,47,MUS,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,MUS,2018,Establishment in progress,Nominated,Functioning with no budget,Established,3,3,,1,Provided,Not provided,CLSI,No data,,,,,
AFR,47,MUS,2019,Established,Nominated,Functioning with no budget,Established,1,None,,1,Provided,Provided to some laboratories,CLSI,1,0,,,590000,
AFR,,MUS,2020,Establishment in progress,Nominated,"Yes, with budget",Established,13,141,,,Provided,Not reported,CLSI,0,0,,0,,
AFR,47,MWI,2017,Established,Nominated,Functioning with budget,Established,4,None,,2,Provided,Not provided,EUCAST,2,0,,,,
AFR,47,MWI,2018,Established,Not nominated,Functioning with budget,Established,4,None,,2,Provided,Provided to some laboratories,EUCAST,2,0,,,,
AFR,47,MWI,2019,Not reported,Nominated,No data,Not reported,No data,No data,,No data,Not reported,Not reported,Not reported,No data,No data,No data,No data,No data,No data
AFR,,MWI,2020,Established,Nominated,"Yes, with budget",Established,14,14,,,Provided,Provided to all laboratories,EUCAST,8,8,,8,,
WPR,27,MYS,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,MYS,2018,Established,Nominated,Functioning with budget,Established,42,68,,43,Provided,Provided to all laboratories,EUCAST/CLSI,42,68,,,275331,3312
WPR,27,MYS,2019,Established,Nominated,Functioning with budget,Established,42,68,,43,Provided,Provided to all laboratories,EUCAST/CLSI,42,68,,,275331,3312
WPR,,MYS,2020,Establishment in progress,Nominated,"Yes, with budget",Established,42,1,,,Provided,Provided to all laboratories,CLSI,42,1,,43,,
AFR,47,NAM,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,NAM,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,NAM,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,NAM,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,NER,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,NER,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,NER,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,NER,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,NGA,2017,Established,Nominated,Functioning with no budget,Established,5,16,,5,Provided,Not provided,CLSI,None,0,,,,
AFR,47,NGA,2018,Established,Nominated,Functioning with budget,Established,No data,No data,,3,Provided,Provided to all laboratories,CLSI,No data,,,3,,
AFR,47,NGA,2019,Established,Nominated,Functioning with budget,Established,3,26,,3,Provided,Provided to some laboratories,CLSI,3,26,,,,
AFR,,NGA,2020,Not reported,Nominated,Not reported,Not reported,Not reported,Not reported,,,Not reported,Not reported,Not reported,Not reported,Not reported,,,,
AMR/PAHO,35,NIC,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,NIC,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,NIC,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,NIC,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
WPR,27,NIU,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NIU,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NIU,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,NIU,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,20,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,14,,,
EUR,54,NLD,2017,Established,Nominated,Functioning with no budget,Not established,No data,No data,,42,Not provided,Not provided,EUCAST/CLSI,No data,,,,,
EUR,54,NLD,2018,Established,Nominated,Functioning with budget,Established,No data,No data,,42,Not provided,Not provided,EUCAST,No data,,,42,,
EUR,54,NLD,2019,Established,Nominated,Functioning with budget,Established,80,80,,47,Provided,Provided to all laboratories,EUCAST,No data,,,47,,
EUR,,NLD,2020,Established,Nominated,"Yes, with budget",Established,Unknown,Unknown,,,Provided,Not reported,EUCAST,,,,35,,
EUR,54,NOR,2017,Established,Nominated,Functioning with budget,Established,No data,No data,,22,Provided,Provided to all laboratories,EUCAST,No data,,,22,,
EUR,54,NOR,2018,Established,Nominated,Functioning with budget,Established,No data,No data,,22,Provided,Provided to all laboratories,EUCAST,No data,,,22,,
EUR,54,NOR,2019,Established,Nominated,Functioning with budget,Established,No data,No data,,22,Provided,Provided to all laboratories,EUCAST,No data,,,22,,
EUR,,NOR,2020,Established,Nominated,"Yes, with budget",Established,Unknown,Unknown,,,Provided,Provided to all laboratories,EUCAST,,,,22,,
SEAR,11,NPL,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
SEAR,11,NPL,2018,Established,In progress,Functioning with no budget,Established,21,21,,21,Provided,Provided to all laboratories,CLSI,No data,,,15,,
SEAR,11,NPL,2019,Established,Nominated,Functioning with no budget,Established,21,21,,21,Provided,Provided to all laboratories,CLSI,,,14,,,
SEAR,,NPL,2020,Established,Nominated,"Yes, with budget",Established,20,1,8,,Provided,Provided to all laboratories,CLSI,14,1,8,15,,
WPR,27,NRU,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NRU,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NRU,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,NRU,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,20,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,11,,,
WPR,27,NZL,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NZL,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,NZL,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,NZL,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
EMR,22,OMN,2017,Establishment in progress,Nominated,Functioning with no budget,Established,6,6,,6,Provided,Provided to all laboratories,CLSI,None,0,,,,
EMR,22,OMN,2018,Not established,Nominated,Functioning with no budget,Established,No data,No data,,6,Provided,Provided to all laboratories,CLSI,No data,,,6,,
EMR,22,OMN,2019,Establishment in progress,Nominated,Functioning with no budget,Established,8,24,,8,Provided,Provided to all laboratories,CLSI,8,24,,,,
EMR,,OMN,2020,Establishment in progress,Nominated,"Yes, with budget",Established,8,8,,,Provided,Provided to all laboratories,CLSI,8,8,,8,,
EMR,22,PAK,2017,Established,Nominated,Functioning with no budget,Established,7,2,,9,Provided,Provided to all laboratories,CLSI,4,2,,,,
EMR,22,PAK,2018,Established,Nominated,Functioning with no budget,Established,7,2,,9,Provided,Provided to all laboratories,CLSI,4,2,,,,
EMR,22,PAK,2019,Established,Nominated,Functioning with budget,Established,8,2,,10,Provided,Provided to all laboratories,CLSI,8,2,,,,
EMR,,PAK,2020,Established,Nominated,"Yes, with budget",Established,19,1,26,,Provided,Provided to all laboratories,CLSI,10,1,26,11,,
AMR/PAHO,35,PAN,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,PAN,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,PAN,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,PAN,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AMR/PAHO,35,PER,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,PER,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,PER,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,PER,2020,Established,Nominated,"Yes, with budget",Established,Unknown,Unknown,,,Provided,Provided to all laboratories,EUCAST/CLSI,,,,0,,
WPR,27,PHL,2017,Established,Nominated,Functioning with no budget,Established,22,None,,22,Provided,Provided to all laboratories,CLSI,,,22,,,
WPR,27,PHL,2018,Establishment in progress,Nominated,Functioning with budget,Established,26,None,,26,Provided,Provided to all laboratories,CLSI,,,26,,,
WPR,27,PHL,2019,Establishment in progress,Nominated,Functioning with budget,Established,26,None,,26,Provided,Provided to all laboratories,CLSI,,,26,,,
WPR,,PHL,2020,Established,Nominated,"Yes, with budget",Established,None,None,0,,Provided,Provided to all laboratories,CLSI,0,0,0,26,,
WPR,27,PLW,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
